Kdn.;Name;Name_2;Name_3;Straße;Plz;Ort;Land;Telefon;Telefax;E-Mail;WWW;Verbands- code;Verband;Vertreter- code;Vertretername;Tel. Vertreter;E-Mail-Vertreter;Verbandsnummer 
35100;KLP Baumaschinen GmbH;;;Vorwerkstraße 8;95326;Kulmbach;Deutschland;09221 / 801110;09221 / 8011122;info@klp-baumaschinen.de;www.klp-baumaschinen.de;31;Pyramide;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;PYRAMIDE
16177;Herm. Fichtner Hof GmbH;;;An der Hohensaas 8;95030;Hof/Saale;Deutschland;09281 / 701 0;09281 / 701293;info@fichtnerhof.de;www.fichtnerhof.de;5;EDE-Verband;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;EDE 513 075
21141;G.F. Lotter GmbH;Großhandel;;Nordring 69;90409;Nürnberg;Deutschland;0911 / 3663373;0911 / 39360633;nuernberg@gf-lotter.de;www.gf-lotter.de;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;E.I.S. 10195
21261;Hans Leipold GmbH;Motorgeräte Fachbetrieb;;Seer Strasse 6-8;91230;Happurg/Förrenbach;Deutschland;09151 / 3238;09151 / 4965;Hans.Leipold@t-online.de;;38;IRMS;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;IRMS 10424
12504;Fa.Bäumler;Gartentechnik;;Eibacher Hauptstr. 62;90451;Nürnberg;Deutschland;0911/6323819;0911/6497697;info@baeumler-gartentechnik.de;;46;ILAFA;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;ILAFA
25196;PS Profi Service Befestigungstechnik;GmbH & Co.KG;;Albuchstr. 4;86739;Ederheim-Hürnheim;Deutschland;09081 / 2905385;09081 / 2902703;profi-service@gmx.net;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
25181;Michael Pirner;Landmaschinen;;Lienlas 20;95466;Kirchenpingarten;Deutschland;09278 / 348;09278 / 7727;pirner-m@web.de;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
34353;DGL GmbH & Co. KG;DGL Landtechnik;;Bukarester Str. 8;93055;Regensburg;Deutschland;0941 / 603840;0941 / 8038430;info@dgl.landtechnik.de;www.dgl.landtechnik.de;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
12744;Bay Wa AG Vertr.Werkstatt;ILN 4325006523732;BAYWA: 552373;Nailaer Str. 6;95030;Hof/Saale;Deutschland;09281/60657;09281/60661;;;48;BayWa Technik;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
30178;Stabilo GmbH;;;Industriestr. 9;91626;Schopfloch;Deutschland;09857 / 974494;09857 / 974495;;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
12031;Bay Wa AG Vertrieb Werkstätte T178;ILN 4325006514204;BAYWA: 551420;An Der Lände 5;91301;Forchheim;Deutschland;09191 / 6508-56;09191 / 6508-59;;;48;BayWa Technik;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
34327;Gerhard Waldmann;Motorgeräte;;Welluck 27;91275;Auerbach;Deutschland;09643 / 91313;09643 / 91314;g.waldmann@t-online.de;www.waldmann-motorgeraete.de;38;IRMS;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;I.R.M.S. 10289
12440;Bay Wa AG Vertrieb Werkstätte;;;Hilpertstr. 22;91052;Erlangen;Deutschland;09131/1206556;09131/1206559;;;48;BayWa Technik;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
18248;HKL Baumaschinen GmbH;;;Gottlieb-Keim-Straße 59;95448;Bayreuth;Deutschland;0831 / 5712128;0831 / 5712151;;;36;EDE-Neu;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;EDE 117 676
29081;Schmid Landtechnik GmbH & Co.KG;De Laval Agrardienst;;Fahnersdorfer Str. 20;92444;Rötz-Heinrichskirchen;Deutschland;09676/92020;09676/920219;;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
22072;Meier Baustoffe GmbH;;;Werner-von-Siemens-Str. 68;92224;Amberg;Deutschland;09621/774416;09621/774433;;;10;Eurobaustoffe;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;Eurobaustoff 35443
13041;Durner GmbH & Co. KG;;;Lenkersheimer Strasse 21;90431;Nürnberg;Deutschland;0911 / 657740;0911 / 6577410;;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
22059;Motorland Müller;Inh. Heinrich Müller;;Am Mühlbach 2;84364;Bad Birnbach OT Schwaibach;Deutschland;08563 / 91300;08563 / 2024;shop@mueller-schwaibach.de;www.mueller-schwaibach.de;30;Sümo;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;SÜMO 11421
12152;Bay Wa AG Vertr. Werkstätte T690;;;Hauptstraße 6;92559;Winklarn;Deutschland;09676/92310;09676/923116;;;48;BayWa Technik;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
12053;Bay Wa AG Baumarkt B055;ILN 4325041332160;BAYWA: 433218;Zieglerstraße 2;94405;Landau a.d. Isar;Deutschland;09951 / 9879-31;09951 / 9879-80;Melanie.Kahlhammer@baywa.de;;21;BAYWA Baustoffe;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
12099;Bay Wa Bau&Gartenmärkte GmbH&Co.KG;GLN 4052834016258;BAYWA: 408227;Flurstraße 26;94234;Viechtach;Deutschland;09942 / 9475-71;09942 / 9475-78;;;20;BAYWA B&GM;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;Rg.-GLN 4052834016005
22151;Ernst Markmiller GmbH;Eisenwaren;;Dr.-Geiger-Weg 7;94032;Passau;Deutschland;0851/955620;0851/9556219;info@markmiller.de;www.markmiller.de;5;EDE-Verband;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;EDE 663 352
30005;Stabilo;Werkzeugfachmarkt GmbH;;Ipsheimer Str. 5;91438;Bad Windsheim;Deutschland;09841 / 651217;09841 / 650766;;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
28269;SAMACO GmbH;Industriegroßhandel;;Auf der Haide 5;92665;Altenstadt/WM;Deutschland;09602 / 944260;09602 / 9442610;info@samaco-weiden.de;;11;E.I.S.;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;E.I.S. 10100
28016;Seßler GmbH;Reinigungstechnik;;Am Gewerbepark 2;91735;Muhr am See;Deutschland;09831/3334;09831/9577;info@kaercher-center-sessler.de;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
22009;Fachmarkt Gath;Werkzeuge;;Werner-von-Siemens-Str. 5;91413;Neustadt/Aisch;Deutschland;09161/3321;;;;36;EDE-Neu;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;EDE 855 871
12538;Carl Beutlhauser;Baumaschinen GmbH;;Siemensstraße 32-34;91126;Rednitzhembach;Deutschland;09122 / 87230;09122 / 872323;;;36;EDE-Neu;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;EDE 300 314
22322;Meier Baustoffe GmbH;;;Krötenseestr. 2;92237;Sulzbach Rosenberg;Deutschland;09661-50950;09661-50966;;;10;Eurobaustoffe;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;Eurobaustoff 35438
34022;Winkler Maschinen und;Werkzeuge GmbH;;Am Sand 2;92436;Bruck;Deutschland;09434/94070;;;;5;EDE-Verband;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;EDE 511 617
12082;Bay Wa AG Vertrieb Werkstätte T053;ILN 4325041331187;BAYWA: 433118;Lagerhausstr. 7;94447;Plattling;Deutschland;09931 / 9532-57;09931 / 953-258;;;48;BayWa Technik;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
22183;Meier Baustoffe GmbH;;;Zur Schanze 2;92283;Lauterhofen;Deutschland;09186 / 918165;09186 / 918100;;;10;Eurobaustoffe;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;Eurobaustoff 35438
12597;Bay Wa Bau&Gartenmärkte GmbH&Co.KG;;;Tucherstraße 1;90763;Fürth;Deutschland;0911/976490;0911/97649379;;;20;BAYWA B&GM;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
11163;Achhammer;Werkzeuge/Maschinen/Montageartikel;;An der Steinbuchse;93152;Nittendorf - Pollenried;Deutschland;09404 / 640964;09404 / 640963;;;40;NBP;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;NB 210537 L 300 067
25074;Ewald Plechinger;Gartengeräte-Center;;Neuburger Str. 93;94036;Passau;Deutschland;0851 / 6500;0851 / 56654;;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
12083;Bay Wa Bau&Gartenmärkte GmbH&Co.KG;GLN 4052834033255;BAYWA: 468822;Schmiedweg 14;94060;Pocking;Deutschland;08531 / 9188-71;08531 / 9188-79;;;20;BAYWA B&GM;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;Rg.-GLN 4052834033002
12934;Bay Wa Bau&Gartenmärkte GmbH&Co.KG;GLN 4052834022556;BAYWA: 424230;Arno-Jacoby-Str. 8;84347;Pfarrkirchen;Deutschland;08561 / 984-100;08561 / 9841302;;;20;BAYWA B&GM;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;Rg.-GLN 4052834022006
12553;Bay Wa AG Vertr.Werkstatt;ILN 4325054418523;BAYWA: 541852;Hofmannstr. 5;91438;Bad Windsheim;Deutschland;09841 / 406-71;09841 / 406-65;;;48;BayWa Technik;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
12284;Hans Bohner GmbH & Co. KG;Eisen-+Sanitärgroßhandel;;Am Steinerbach 2;86732;Öttingen;Deutschland;09082 / 72146;09082 / 72152;info@bohner.com;;5;EDE-Verband;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;EDE 395 161
28103;Söllner GmbH;Motorgeräte;;Unterislinger Weg 33;93053;Regensburg;Deutschland;0941/998152;0941 / 9903385;soellner-motorgereraete@t-online.de;www.soellner-motorgeraete.de;30;Sümo;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;Sümo
20332;Keller & Kalmbach GmbH;Filiale Regensburg;;Im Gewerbepark D7;93059;Regensburg;Deutschland;0941 / 4020611;0941 / 45001;vk3@keller-kalmbach.com;;11;E.I.S.;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;E.I.S. 031
12498;Hagebaumarkt Batzner;GmbH;;Sandhof 10;96106;Ebern-Sandhof;Deutschland;09531 / 925925;09531 / 925999;hagebau@batzner.de;;23;Hagebaumarkt;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;Hagebau 143 901
18362;Rian Gartentechnik;;;Hersbrucker Str. 25;91244;Reichenschwand;Deutschland;09151-6306;09151-95687;info@rianshop.de;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
18311;Johann Heidester;Garten- u. Landtechnik;;Thonhauser Weg 2;93359;Wildenberg;Deutschland;09444 / 419;09444 / 981796;;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
25046;Pröbster GmbH;Werkzeuge & Maschinen;;Württemberger Str. 5;91161;Hilpoltstein;Deutschland;09174-582;09174-786;;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
17205;GEMY Baugeräte;Geith GmbH;;Philipp-Reis-Str. 11;94315;Straubing;Deutschland;09421-99890;0942-72453;;;4;NW;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;NW 9194
34388;Alfred Wirth GmbH Filiale Rogging;*** Geschäftsaufgabe *** 17.12.13 ***;;Zaitzkofener Strass 5;93101;Rogging;Deutschland;09451-3033;09451-2966;rogging@wirth-landtechnik.de;;46;ILAFA;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;ILAFA
27426;Raiffeisen Waren GmbH Nürnberger Land;Lager Hersbruck;;Bahngelände 10;91217;Hersbruck;Deutschland;09151 / 8168012;09151 / 862954;hans.wolter@rwgnl.de;http://www.rb-hersbruck.de;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
12352;Bay Wa AG Vertr.Baustoffe B091;ILN 4325051562267;BAYWA: 456226;Bahnhofstr. 28;92249;Vilseck;Deutschland;09662 /7009-15;09662 / 7392;;;21;BAYWA Baustoffe;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
22092;Motorgeräte Service Team;Spitzel & Neise GmbH;;An der Feuerwache 11;95445;Bayreuth;Deutschland;0921 / 851844;0921 / 851855;mst.spitzel-neise.bth@t-online.de;;30;Sümo;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;SÜMO 12100
20331;Keller & Kalmbach GmbH;;;Borsigstr. 19;94315;Straubing;Deutschland;;;;;11;E.I.S.;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;E.I.S. 031
16050;Gartentechnik Früchtl;Inh. Birgit Rodenhausen;;Pürgl 9;94362;Neukirchen;Deutschland;09961-6240;09961-911281;;;46;ILAFA;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;ILAFA
18966;HKL Baumaschinen GmbH;;;Emil-Kemmer-Str. 9;96103;Hallstadt;Deutschland;;;;;36;EDE-Neu;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;EDE 117 676
16156;Fleischmann GmbH;.;;Simon-Hegele-Str. 2;91301;Forchheim;Deutschland;09191 / 727627;09191 / 727629;post@fleischmann-forchheim.de;;46;ILAFA;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;ILAFA
12102;Bay Wa Bau&Gartenmärkte GmbH&Co.KG;GLN 4052834030056;BAYWA: 432244;Bahnhofstr. 76;94065;Waldkirchen;Deutschland;08581 / 9642-71;08581 / 9642-46;;;20;BAYWA B&GM;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;Rg.-GLN 4052834030001
16036;E. Fuidl;;;Innere Passauer Str. 28;94315;Straubing;Deutschland;09421 / 80494;09421 / 81986;;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
12007;Bay Wa AG Vertr. Baustoffe;ILN 4325048462044;BAYWA: 446204;Gustav-Hertz-Str. 22;94315;Straubing;Deutschland;09421/985130;09421/985193;;;21;BAYWA Baustoffe;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
18201;HKL Baumaschinen GmbH;;;Pruppacher Weg 4;91126;Rednitzhembach;Deutschland;09122 / 6307080;09122 /  6301460;center_schwabach@hkl-baumaschinen.de;;36;EDE-Neu;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;EDE 117 676
12056;Bay Wa AG Vertr.Werkstätte;ILN 4325039321213;BAYWA: 432121;Röhrndl 14;94107;Untergriesbach;Deutschland;08593 / 913956;08593 / 913970;;;48;BayWa Technik;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
21206;Limberger GmbH;;;Fraunhoferstr. 7;94333;Geiselhöring;Deutschland;;;;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
12027;Bay Wa Bau&Gartenmärkte GmbH&Co.KG;GLN 4052834044053;BAYWA: 564801;Von-Raumer-Str. 22;91550;Dinkelsbühl;Deutschland;09851 / 5721-70;09851 / 5721-90;;;20;BAYWA B&GM;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;Rg.-GLN 4052834044008
12978;Bay Wa AG  Vertr.Werkst.Opf.;ILN 4325036631339;BAYWA: 463133;Ingolstädter Str. 28;92318;Neumarkt;Deutschland;09181/908-57;09181/908-31;;;48;BayWa Technik;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
20138;Krauß Landtechnik;;;Weimersheimer Str. 20;91793;Alesheim;Deutschland;09146/371;09146/415;;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
18975;HKL Baumaschinen GmbH;;;Berliner Str. 41a;93073;Neutraubling;Deutschland;;;;;36;EDE-Neu;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;EDE 117 676
18101;Philipp Horn;Inh. Christian Horn e.K.;;Hauptstraße 24;95138;Bad Steben;Deutschland;09288-9757-0;09288-9757-22;info@kaufhaus-horn.de;;4;NW;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;NW 7.290
13026;Dinkel  Schweißtechnik;Inh. R. Dinkel;;Burghaiger Weg 16 a;95326;Kulmbach;Deutschland;09221/9045-0;09221/9045-45;;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
20033;K. & B.;Inh. R. Kaske e.K.;;Zum Kugelfang 9;95119;Naila;Deutschland;09282/5973;09282/3609;info@kaske-und-boehm.de;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
28257;Segl Bauzentrum GmbH;Baustoffe;;Schmidpointstr. 12;94065;Waldkirchen;Deutschland;08581/9466-0;08581/9644-30;;;23;Hagebaumarkt;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;Ges. Nr. 129803
13028;Thomas Pietschmann;Direktvertrieb;;Untersiemauer Str. 1;96215;Lichtenfels / Buch a. Forst;Deutschland;09565/619541;09565/619716;;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
33016;Josef Vetter;HD-Reiniger und Zubehör;;Hainsacker Kirchgasse 1;93138;Lappersdorf;Deutschland;0941/82357;0941/892736;;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
25013;Plattner Schweißtechnik;und Gase GmbH;;Reith 4;94550;Künzing;Deutschland;08547 / 7531;08547 / 1695;info@plattner-gmbh.de;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
12317;Bay Wa AG Vertrieb Baustoffe;ILN 4333937523202;;Bühlstraße 14;95463;Bindlach;Deutschland;09208/690-0;09208/690-40;;;21;BAYWA Baustoffe;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
13085;CHRISTGAU & DIETZ;Inh. Carmean u. Pfister;;Vacher Str. 454;90768;Fürth;Deutschland;0911/7907778;0911/792495;info@gardentec-christgau-dietz.de;;46;ILAFA;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;ILAFA
31648;BOELS Verleih GmbH;;;Halskestr. 2;47877;Willich;Deutschland;0941 / 56813 0;0941 / 56813 111;oliver-bendel@techno-rent.de;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
20457;Karch Maschinen- u.;Befestigungstechniker GbR;;Industriestr. 45;92345;Dietfurt;Deutschland;08464 / 642839;08464 / 642832;karch-maschinen@t-online.de;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
12075;Bay Wa Bau&Gartenmärkte GmbH&Co.KG;GLN 4052834046101;BAYWA: 575110;Kilianstraße 104;90425;Nürnberg;Deutschland;0911 / 36104-51;0911 / 36104-23;;;20;BAYWA B&GM;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;Rg.-GLN 4052834046002
28070;KVN Kommunaltechnik Vertrieb;Nordbayern GmbH;;Aischweg 1;90768;Fürth;Deutschland;0911 / 7620243;0911 / 7620641;a.mederle@kvn-gmbh.eu;;30;Sümo;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;SÜMO
20456;Keller & Kalmbach GmbH;;;An der Autobahn K3;91161;Hilpoltstein;Deutschland;09174 / 78300;09174 / 7830111;vk6@keller-kalmbach.com;;11;E.I.S.;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;E.I.S. 031
13180;Daigfuss Baustoffe GmbH;;;Zeppelinstr. 5;91074;Herzogenaurach;Deutschland;09132 / 7877 0;09131 / 787711;;;23;Hagebaumarkt;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;Hagebau 195300
22127;Gerd Meier;Landtechnik;;Schnaittacher Str. 31;90542;Eckental-Eschenau;Deutschland;09126/286695;09126/286697;;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
34336;Autoservice Wittig GmbH;;;Ludwigstädter Str. 13;96317;Kronach;Deutschland;09261 / 3691;09261 / 51630;kfz-wittig@t-online.de;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
24304;OBI Baumarkt Franken;GmbH & Co.KG;;Am Annaberg 3-5;90766;Fürth;Deutschland;0911-9734740;0911-731265;;;24;Obi;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
12190;Bay Wa AG Vertrieb Werkstätte;ILN 4325039322203;BAYWA: 432220;Bahnhofstr. 62;94065;Waldkirchen;Deutschland;08581 / 9642-56;08581 / 9642-60;;;48;BayWa Technik;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
12478;Bay Wa AG Vertr.Werkstatt;ILN 4325043372102;BAYWA: 437210;Edekastraße 8;93083;Obertraubling;Deutschland;09401/60281;09401/60285;;;48;BayWa Technik;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
22275;MKW Werkzeuge & Maschinen Fachhandel;Inh. Klaus Mayer;;Am Weissen Berg 19;96193;Wachenroth;Deutschland;;09548/981229;;;52;Pyramide VR;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;Pyramide VR 30340
12595;Bay Wa AG Vertr.Werkstatt;ILN 4325051561284;BAYWA: 456128;Untere Bauscher Str. 11;92637;Weiden, Oberpf;Deutschland;0961 / 86103;0961 / 86179;;;48;BayWa Technik;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
12015;Bay Wa AG Vertrieb Baustoffe B248;ILN 4325004767152;BAYWA: 676715;Heinz-Waldenmaierstr. 8;86732;Öttingen;Deutschland;09082 / 7050;09082/70539;;;21;BAYWA Baustoffe;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
24045;Baumarkt Regnitztal GmbH & Co.KG;OBI-Marktnr. 593;;Äußere Nürnberger Str. 77;91301;Forchheim;Deutschland;09191/7206-0;09191 / 720613;;;24;Obi;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
34191;Chr.Wimschneider GmbH;Werkzeuge u. Maschinen;;Kirchberger Str. 5;94259;Untermitterdorf;Deutschland;09927 / 94110;09927 / 941125;ch.wimschneider@t-online.de;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
12950;Bay Wa AGVertr.Werkstätte;ILN 4325039323200;BAYWA: 432320;Leuchtenberger Weg 1;94481;Grafenau;Deutschland;08552 /426-56;08552/426-60;;;48;BayWa Technik;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
18392;Heinecke Motorgeräte;Inh.Bernd Heinecke;;Zum Külmnitz 16;96264;Altenkundstadt;Deutschland;09572 / 790290;09572 / 790291;berndheinecke@t-online.de;;30;Sümo;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;Sümo
17052;Baumaterialien-Handelsgesellschaft AG;;;Spinnereistr. 2;95445;Bayreuth;Deutschland;0921-2960;0921-296140;;;23;Hagebaumarkt;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;Hagebau 176507
14101;Eichner;Motorgeräte e.K.;;Unterpurbach 32;95326;Kulmbach;Deutschland;09221 / 93134;09221 / 93135;eichner-motorgeraete@t-online.de;;38;IRMS;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;I.R.M.S. 115 159
12346;Bay Wa AG Vertr.Werkstätte;ILN 4325001641837;BAYWA: 464183;Rosenberger str. 106;92237;Sulzbach-Rosenberg;Deutschland;09661/104856;09661/104859;;;48;BayWa Technik;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
16206;Fälsche Werkzeuge & Maschinen;;;Gewerbepark 19;86738;Deiningen;Deutschland;09081-8052070;09081-8052072;info@faelschle-werkzeuge.de;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
12288;Bay Wa AG Vertr.Werkstätte;ILN 4325009083165;BAYWA: 408316;Bahnhofstr. 28-34;92431;Neunburg;Deutschland;09672 / 490;09672 / 49-39;;;48;BayWa Technik;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
22376;Ch. Winnerl;Maschinenhandel;;Mistelbacher Weg 4;94501;Aldersbach;Deutschland;08543-2635;08543-601592;simone.winnerl@freenet.de;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
12073;Bay Wa AG Vetrieb Werkstatt T334;ILN 4325054418073;BAYWA: 541807;Raiffeisenstr. 7;91413;Neustadt a.d. Aisch;Deutschland;09161 / 8856-56;09161 / 885658;;;48;BayWa Technik;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
12549;EIBA Industriebedarf e.K.;;;Birkleite 14;96237;Ebersdorf;Deutschland;09562/921280;09562/921281;;;11;E.I.S.;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;E.I.S. 10175
34389;Alfred Wirth GmbH;Land-, Kommunal- u. Gartentechnik;;Industriering 1;86675;Buchdorf;Deutschland;09099-96660;09099-966640;;;46;ILAFA;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;ILAFA
34194;Martin Wagner;Land- + Gartentechnik;;Holzing 2;94575;Otterskirchen;Deutschland;08546/752;08546/2607;;;46;ILAFA;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;ILAFA
24062;OBI, Klebl Handel GmbH;Markt 367;;Freystädter Str. 11-13;92318;Neumarkt;Deutschland;09181 / 900201;09181 / 900289;;;24;Obi;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
16120;Dietmar Frankenberger;Simplicity - Deutschland;;Industriestrasse 18;95359;Kasendorf;Deutschland;09228 / 682;09228 / 274;info@simplocity-germany.de;www.simplocity-germany.de;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
12949;Bay Wa AG Vertr.Werkstätte;ILN 4325002644714;;Wilh.-Tröltsch-Str. 14;91781;Weißenburg;Deutschland;09141/85060;09141/850614;;;48;BayWa Technik;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
12406;Bay Wa Bau&Gartenmärkte GmbH&Co.KG;GLN 4052834039707;BAYWA: 541822;Hofmannstr. 5;91438;Bad Windsheim;Deutschland;09841 / 406-71;09841 / 406-65;;;20;BAYWA B&GM;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;Rg.-GLN 4052834039004
11999;Bay Wa Bau&Gartenmärkte GmbH&Co.KG;GLN 4052834040758;BAYWA: 541977;Wolffstrasse 14;91541;Rothenburg;Deutschland;09861 / 703-71;09861 / 703-77;;;20;BAYWA B&GM;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;Rg.-GLN 4052834040000
14195;Ludwig Erras;Forst- und Gartengeräte;;Heftnerweg 1;92224;Amberg-Speckmannshof;Deutschland;09621 / 42745;09621 / 33493;;;38;IRMS;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;I.R.M.S. 10297
12170;Bay Wa AG Vertr.Werkstatt;ILN 4333475674121;;Houbirgstr. 1;91217;Hersbruck;Deutschland;09151/837356;09151/837359;;;48;BayWa Technik;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
12069;Bay Wa AG Vert. Baustoffe B101;ILN 4331588643010;BAYWA: 464301;Bahnhofstr. 18;92507;Nabburg;Deutschland;09433 / 60-35;09433 / 60-44;;;21;BAYWA Baustoffe;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
34013;Walther & Peetz;;;Neuenreuther Str. 10-12;95482;Gefrees/Ofr.;Deutschland;09254/953411-12;09254/7367;Werkhaus-WuP@t-online.de;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
12651;Landhandel u.Ersatzteile;Josef Bergbauer;;Gradis 3;93444;Kötzting;Deutschland;09941 / 2513;09941/4009657;Bergbauer-Josef@web.de;;;;7;Frank Schuster;+49 162 2424152;schuster@kraenzle.com;
